Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2013","2013","kg/ha","2024.8","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2014","2014","kg/ha","2023.7","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2015","2015","kg/ha","2195.9","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2016","2016","kg/ha","1980.3","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2017","2017","kg/ha","2034.2","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2018","2018","kg/ha","2210","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2019","2019","kg/ha","2095.1","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2020","2020","kg/ha","1943.4","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2021","2021","kg/ha","1963.1","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2022","2022","kg/ha","2045.3","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2023","2023","kg/ha","2150.6","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5412","Yield","0111","Wheat","2024","2024","kg/ha","2260.9","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1961","1961","kg/ha","1184.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1962","1962","kg/ha","1270.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1963","1963","kg/ha","1340.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1964","1964","kg/ha","1479.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1965","1965","kg/ha","1511.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1966","1966","kg/ha","1714.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1967","1967","kg/ha","1935.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1968","1968","kg/ha","1817.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1969","1969","kg/ha","1776.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1970","1970","kg/ha","2089.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1971","1971","kg/ha","2146.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1972","1972","kg/ha","1925","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1973","1973","kg/ha","2334.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1974","1974","kg/ha","2468.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1975","1975","kg/ha","2542.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1976","1976","kg/ha","2507.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1977","1977","kg/ha","2515.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1978","1978","kg/ha","2803.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1979","1979","kg/ha","2985.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1980","1980","kg/ha","3078.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","3050.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","3268.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","3625.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","3962","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","3610.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","3707.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","3923","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","3930.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","3881.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","4525.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","4579.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","4534.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","4964.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","4695.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","4917.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","5203.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","4390.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","5268.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","4945.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","4599.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","4699.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","4873.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","4814.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","5121.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","5288.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","5327.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","5167.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","5556.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","5259.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","5459.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","5748.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","5869.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","6016.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","5809.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","5892.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","5966.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","6110.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","6104.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","6317.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","6317.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","6291.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6436.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","6531.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6591.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1961","1961","kg/ha","974.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1962","1962","kg/ha","822.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1963","1963","kg/ha","879.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1964","1964","kg/ha","986","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1965","1965","kg/ha","945.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1966","1966","kg/ha","1285.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1967","1967","kg/ha","1285.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1968","1968","kg/ha","1250","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1969","1969","kg/ha","1231.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1970","1970","kg/ha","1410.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1971","1971","kg/ha","1357.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1972","1972","kg/ha","1077.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1973","1973","kg/ha","1166.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1974","1974","kg/ha","1250.2","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1975","1975","kg/ha","1226.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1976","1976","kg/ha","1233.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1977","1977","kg/ha","1372.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1978","1978","kg/ha","1533.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1979","1979","kg/ha","1473.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1980","1980","kg/ha","1406.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1981","1981","kg/ha","1481.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1982","1982","kg/ha","1629","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1983","1983","kg/ha","1844.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1984","1984","kg/ha","1849.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1985","1985","kg/ha","1801.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1986","1986","kg/ha","1523.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1987","1987","kg/ha","1688.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1988","1988","kg/ha","1755.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1989","1989","kg/ha","1565.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1990","1990","kg/ha","2007.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1991","1991","kg/ha","1645.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1992","1992","kg/ha","1776.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1993","1993","kg/ha","2182.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1994","1994","kg/ha","2211","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1995","1995","kg/ha","1983.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1996","1996","kg/ha","2359.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1997","1997","kg/ha","1603.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1998","1998","kg/ha","2205.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","1999","1999","kg/ha","1744.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2000","2000","kg/ha","1700.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2001","2001","kg/ha","1712.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2002","2002","kg/ha","1909.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2003","2003","kg/ha","1895.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2004","2004","kg/ha","1979","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2005","2005","kg/ha","2101.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2006","2006","kg/ha","2121","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2007","2007","kg/ha","1796.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2008","2008","kg/ha","1578.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2009","2009","kg/ha","1554.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2010","2010","kg/ha","1945","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2011","2011","kg/ha","2102.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2012","2012","kg/ha","2439.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2013","2013","kg/ha","2439.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2014","2014","kg/ha","3036.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2015","2015","kg/ha","2341.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2016","2016","kg/ha","2526.9","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2017","2017","kg/ha","2958.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2018","2018","kg/ha","3008.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2019","2019","kg/ha","3139.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2020","2020","kg/ha","2877.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2021","2021","kg/ha","3108.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2022","2022","kg/ha","3117.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2023","2023","kg/ha","3087.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0118","Millet","2024","2024","kg/ha","3147.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1992","1992","kg/ha","1200","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1993","1993","kg/ha","3250","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1994","1994","kg/ha","1600","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1995","1995","kg/ha","2000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1996","1996","kg/ha","2005.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1997","1997","kg/ha","2000","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1998","1998","kg/ha","2190.9","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","1999","1999","kg/ha","1666.7","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2000","2000","kg/ha","1774.2","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2001","2001","kg/ha","1714.3","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2002","2002","kg/ha","1666.7","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2003","2003","kg/ha","2166.7","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2004","2004","kg/ha","2450","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2005","2005","kg/ha","2133.3","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2006","2006","kg/ha","2200","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2007","2007","kg/ha","2200","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2008","2008","kg/ha","2620","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2009","2009","kg/ha","2347.6","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2010","2010","kg/ha","2373.6","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2011","2011","kg/ha","2688.2","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2012","2012","kg/ha","2185.2","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2013","2013","kg/ha","2320.8","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2014","2014","kg/ha","2392.6","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2015","2015","kg/ha","2560","X","Figure from external organization",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2016","2016","kg/ha","2548.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2017","2017","kg/ha","2724","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2018","2018","kg/ha","2556.1","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2019","2019","kg/ha","2576.6","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2020","2020","kg/ha","2582","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2021","2021","kg/ha","2620.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2022","2022","kg/ha","2616.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","2637.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","01709.90","Other pulses n.e.c.","2024","2024","kg/ha","2657.8","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1961","1961","kg/ha","2078.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1962","1962","kg/ha","2370","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1963","1963","kg/ha","2683.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1964","1964","kg/ha","2828.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1965","1965","kg/ha","2966.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1966","1966","kg/ha","3144.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1967","1967","kg/ha","3100.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1968","1968","kg/ha","3186.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1969","1969","kg/ha","3141.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1970","1970","kg/ha","3416.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1971","1971","kg/ha","3314.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1972","1972","kg/ha","3247.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1973","1973","kg/ha","3481.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1974","1974","kg/ha","3503.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1975","1975","kg/ha","3528.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1976","1976","kg/ha","3495.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1977","1977","kg/ha","3637.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1978","1978","kg/ha","3980.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1979","1979","kg/ha","4249.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1980","1980","kg/ha","4143.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1981","1981","kg/ha","4331.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1982","1982","kg/ha","4888.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1983","1983","kg/ha","5091.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1984","1984","kg/ha","5363.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1985","1985","kg/ha","5249.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1986","1986","kg/ha","5327.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1987","1987","kg/ha","5403.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1988","1988","kg/ha","5281.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1989","1989","kg/ha","5500.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1990","1990","kg/ha","5716.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1991","1991","kg/ha","5636.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1992","1992","kg/ha","5795.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1993","1993","kg/ha","5846.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1994","1994","kg/ha","5828.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1995","1995","kg/ha","6021","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1996","1996","kg/ha","6205","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1997","1997","kg/ha","6311.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1998","1998","kg/ha","6352.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","1999","1999","kg/ha","6334.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2000","2000","kg/ha","6264.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2001","2001","kg/ha","6152.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2002","2002","kg/ha","6185.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2003","2003","kg/ha","6060.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2004","2004","kg/ha","6308.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2005","2005","kg/ha","6252.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2006","2006","kg/ha","6276.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2007","2007","kg/ha","6422.4","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2008","2008","kg/ha","6555.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2009","2009","kg/ha","6582","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2010","2010","kg/ha","6548.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2011","2011","kg/ha","6686.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2012","2012","kg/ha","6774.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2013","2013","kg/ha","6710","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2014","2014","kg/ha","6809.5","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0113","Rice","2015","2015","kg/ha","6886.3","A","Official figure",""
